Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_2,day_sin,day_cos
0.5536440126818958,0.10335772707705553,0.9312358245137659,0.549618320610687,0.14465183058147882,0.6294095225523273,0.9829629131442483
0.5182861149500041,0.11007318123116659,0.9258858603742726,0.5109806224310042,0.03086862885857861,0.7499999999986712,0.9330127018929866
0.4982166084058207,0.09698665518725787,0.929216520710435,0.4903112155020552,0.0,0.8535533905903228,0.8535533905962247
0.465886919762621,0.099009900990099,0.9414719480856312,0.4596594245449207,0.008973438621679828,0.9330127018924512,0.7499999999995984
0.3353589139094383,0.07253551442100732,0.9478289175949377,0.3355255431591309,0.002871500358937545,0.9829629131439712,0.6294095225533616
0.3142427444923177,0.09225139905294877,0.9552114181970237,0.3134468584850264,0.0017946877243359657,1.0,0.5000000000048143
0.28693805381676285,0.13228583727938012,0.9565697506702341,0.28631826189078097,0.010050251256281407,0.9829629131445801,0.37059047744891077
0.5105377611576295,0.17684029272492466,0.9545312595109737,0.501937756899589,0.5434314429289304,0.9330127018936274,0.2500000000024388
0.24194171205593043,0.10103314679294016,0.9758503968474512,0.24204345273047562,0.012203876525484566,0.8535533905971311,0.14644660941058352
0.2533635476790505,0.10271201033146793,0.9706691491135441,0.253904873752202,0.016511127063890883,0.7500000000007084,0.06698729810818965
0.3377418502560767,0.12070598364184244,0.9680570221752903,0.3288314738696418,0.012203876525484566,0.6294095225545995,0.017037086856360573
0.3043553369644744,0.07778734395178648,0.9674800782314815,0.30182031708749263,0.0035893754486719313,0.49999999999881994,0.0
0.19865762946101945,0.12247094274644857,0.9691923843399416,0.19483264826776278,0.015434314429289305,0.3705904774501487,0.017037086855088257
0.2469362246971791,0.07722772277227723,0.9600783902734661,0.2396946564885496,0.0035893754486719313,0.2500000000035488,0.06698729810573179
0.2881727095358101,0.15312096427034008,0.9579578566267835,0.28361714621256606,0.01615218951902369,0.1464466094063449,0.14644660940710752
0.3885456466953906,0.10232458028411535,0.9481775981664827,0.3866118614210217,0.1575735821966978,0.06698729810883053,0.24999999999818162
0.5531410047963581,0.2513129573826948,0.9346531587680922,0.547269524368761,0.481335247666906,0.017037086856692307,0.37059047744416246
0.3766462076253963,0.25919070167886354,0.9405430154054618,0.3697005284791544,0.10804020100502514,0.0,0.4999999999998984
0.2920291033249329,0.37972449418854926,0.9439570414949728,0.28667058132706985,0.01148600143575018,0.017037086854756578,0.6294095225486133
0.2531450695065442,0.22152389151958674,0.9524365295498514,0.24392248972401642,0.0010768126346015793,0.06698729810509096,0.7499999999953413
0.3189730509714658,0.33241498062849767,0.9688119453861687,0.30299471520845567,0.007178750897343863,0.14644660940620124,0.8535533905927488
0.4550544671164946,0.11442100731812312,0.9546602779387751,0.4378156194950088,0.004307250538406317,0.24999999999707168,0.9330127018905287
0.5069760588570036,0.12027550581145072,0.9399759959560993,0.49348209042865526,0.0014357501794687725,0.3705904774499525,0.9829629131448592
0.5192819689456142,0.21519586741282823,0.9298450720253644,0.5112155020551967,0.010050251256281407,0.4999999999986167,1.0
0.5635365010974718,0.17442961687473094,0.9304107682088008,0.5549031121550205,0.0,0.6294095225473753,0.9829629131455752
0.44331761645394685,0.34244511407662503,0.925739639489431,0.4409864944216089,0.011127063890882987,0.7500000000005325,0.9330127018919119
0.5123821234046012,0.350624192854068,0.9385653944788052,0.5029947152084556,0.02404881550610194,0.8535533905918425,0.853553390594705
0.46349382164051706,0.3460611278519156,0.9491951896637051,0.44803288314738693,0.025843503230437905,0.9330127018898878,0.7500000000040383
0.23138362734737014,0.30396039603960395,0.9614545868366798,0.22489724016441573,0.008973438621679828,0.9829629131445274,0.6294095225512855
0.06672221770587757,0.28643994834266034,0.9755142873022048,0.07034644744568408,0.01722900215362527,1.0,0.500000000002665
0.04212564019185432,0.1279380111924236,0.9710423101047233,0.04310041103934234,0.0007178750897343862,0.9829629131459069,0.37059047745386275
0.047755263799691076,0.19616874730951359,0.9667225084887509,0.049911920140927775,0.01256281407035176,0.9330127018925527,0.25000000000057754
0.043360295910901556,0.14085234610417563,0.9801073433319305,0.04427480916030534,0.0,0.8535533905956113,0.1464466094090638
0.047242094138687914,0.19083082221265604,0.9755056860736847,0.04932472108044627,0.012203876525484566,0.7499999999988471,0.06698729810711507
0.15644053328997642,0.10331467929401636,0.974613143206485,0.1471520845566647,0.0014357501794687725,0.6294095225525235,0.017037086855804295
0.04473721648646452,0.1574687903572966,0.9736054762037089,0.045566647093364644,0.010050251256281407,0.5000000000039466,0.0
0.09298024550849525,0.14580284115368058,0.9753965166347759,0.0916030534351145,0.0017946877243359657,0.3705904774480727,0.017037086855644534
0.3735112998943176,0.1975893241498063,0.9565717355691233,0.3600704638872578,0.009691313711414214,0.25000000000168743,0.06698729810680643
0.31737257133566377,0.09522169608265175,0.9443368188157828,0.3074574280681151,0.0007178750897343862,0.14644660940997006,0.14644660940348242
0.2483537923746037,0.10998708566508826,0.9424485183391424,0.2401644157369348,0.0104091888011486,0.06698729810775589,0.25000000000004297
0.19962299813023332,0.06823073611708996,0.9491012377829473,0.19119201409277747,0.0,0.01703708685613603,0.3705904774462385
0.23808023737907485,0.1644425312096427,0.9518423831490024,0.22795067527891955,0.011127063890882987,0.0,0.49999999999477174
0.2676713275343468,0.11274214377959536,0.9629935451088121,0.2553141514973576,0.0,0.017037086855312855,0.6294095225506893
0.2563917567677425,0.16336633663366337,0.9605091133324335,0.24450968878449791,0.01148600143575018,0.06698729810616555,0.7499999999972026
0.2641604341110479,0.06366767111493758,0.9614711276607569,0.25002935995302406,0.0,0.14644660940257614,0.8535533905891237
0.2719748394439477,0.1343951786482996,0.9623722717564767,0.25754550792718733,0.011127063890882987,0.24999999999893296,0.9330127018916032
0.2971252337208357,0.264012053379251,0.9622022320849642,0.28526130358191426,0.0,0.3705904774450005,0.9829629131435322
0.3284641492561581,0.126302195436935,0.9477065154967672,0.31685261303581913,0.007178750897343863,0.500000000000766,1.0
0.3662100642224209,0.10215238915195868,0.9395260855412025,0.35525543159130946,0.005384063173007897,0.6294095225494513,0.9829629131450188
0.39851942931468987,0.25927679724494185,0.9342092030498632,0.3942454492072812,0.19597989949748745,0.7499999999960927,0.9330127018944753
0.4649876026339322,0.15544554455445542,0.9310141774711328,0.4596594245449207,0.010768126346015794,0.8535533905933623,0.8535533905931852
0.3307251442972116,0.09263882910030134,0.9431875623589068,0.3255431591309454,0.0,0.9330127018909624,0.7500000000021769
0.2650394276888058,0.1394317692638829,0.9535910790704322,0.2554315913094539,0.19059583632447955,0.9829629131432005,0.6294095225562375
0.23584464677668482,0.1711149375807146,0.9633084823992398,0.23253082795067528,0.4375448671931084,1.0,0.5000000000005157
0.12760141451914478,0.11988807576409816,0.9609735796725181,0.12483852025836759,0.0208183776022972,0.9829629131453506,0.37059047745178675
0.05381168197707503,0.09797675419715884,0.9599301844897353,0.055314151497357605,0.005384063173007897,0.9330127018951161,0.2500000000050173
0.04987907487196163,0.13654756780025828,0.9756949131011265,0.05155607751027598,0.013639626704953339,0.8535533905940915,0.146446609407544
0.046993130639785385,0.09427464485578993,0.9704693359586929,0.04803288314738696,0.0035893754486719313,0.7500000000032869,0.0669872981096784
0.049970530851150316,0.13232888506241927,0.9693710252399742,0.05284791544333529,0.015434314429289305,0.6294095225504475,0.017037086855248018
0.04674416714088285,0.09151958674128283,0.9649619031739856,0.04862008220786847,0.0035893754486719313,0.5000000000017973,0.0
0.12138240793431429,0.13792509685751184,0.9608088330647103,0.12213740458015267,0.014716439339554918,0.37059047745302476,0.01703708685431765
0.27217807495325586,0.10904003443822644,0.9504734645483824,0.2657662947739284,0.0,0.24999999999982614,0.06698729810788107
0.5912679863425737,0.15811450710288422,0.9374531894678618,0.5827363476218438,0.5638908829863604,0.14644660940845028,0.14644660940500215
0.24659072433135518,0.11295738269479122,0.9510537166570068,0.24533176746917204,0.3094041636755205,0.06698729811031923,0.24999999999560307
0.06663076172668889,0.16241928540680156,0.9619044972515767,0.06846741045214327,0.030509691313711416,0.017037086855579753,0.3705904774483145
0.35387874969514677,0.10916917778734396,0.954041651118292,0.34750440399295357,0.739770279971285,0.0,0.49999999999692096
0.06564506950654418,0.17137322427894963,0.9644967752009379,0.06776277157956548,0.0628140703517588,0.017037086853985917,0.6294095225457372
0.04579912202259979,0.10559621179509254,0.9670526633373295,0.045566647093364644,0.013280689160086146,0.06698729810724025,0.7499999999990639
0.04605316640923502,0.15350839431769264,0.9803250205767851,0.046975924838520255,0.01615218951902369,0.14644660940409593,0.8535533905906434
0.06422750182911958,0.10443392165303488,0.9596615615067234,0.06365237815619496,0.0035893754486719313,0.2500000000007943,0.9330127018926779
0.20914966262905457,0.11838140335772708,0.9635268212770575,0.1977686435701703,0.015434314429289305,0.3705904774470765,0.9829629131440885
0.32184883342817655,0.1865260439087387,0.9472202152689008,0.3115678214914856,0.0035893754486719313,0.4999999999956393,1.0
0.33605499552881885,0.13340507963839862,0.9433847289819056,0.3261303581914269,0.015793251974156496,0.6294095225515273,0.9829629131444626
0.2807850987724575,0.09418854928971158,0.9570388484410604,0.26788021139166174,0.0010768126346015793,0.749999999997954,0.9330127018934007
0.4482155922282741,0.3065432630219544,0.9580240199230917,0.4396946564885496,0.5793251974156497,0.8535533905897372,0.8535533905968103
0.21993130639785385,0.13753766681015928,0.9562051909075752,0.22348796241926014,0.26812634601579327,0.9330127018920371,0.7500000000003156
0.10974717502642063,0.18854928971157986,0.9633878783548099,0.10616559013505579,0.02512562814070352,0.9829629131437567,0.6294095225541615
0.05848609869116332,0.08665518725785622,0.9790599783513694,0.05578391074574281,0.0035893754486719313,1.0,0.5000000000056424
0.07009084627266077,0.18854928971157986,0.9758212849970755,0.06999412800939518,0.015434314429289305,0.9829629131447943,0.3705904774497107
0.03942768880578815,0.07318123116659492,0.9678578706534021,0.03922489724016441,0.0035893754486719313,0.9330127018940415,0.25000000000315603
0.11955836923827332,0.15962117950925528,0.9748533159720842,0.11426893716970052,0.015075376884422112,0.8535533905925718,0.14644660940602428
0.04725733680188603,0.08842014636246233,0.9771690313428766,0.04732824427480915,0.0035893754486719313,0.7500000000014256,0.06698729810860377
0.044051296642549385,0.1258286698235041,0.9782918224812295,0.04392248972401644,0.010050251256281407,0.6294095225553995,0.0170370868565749
0.04004247622144541,0.09969866551872578,0.9717886320870814,0.03945977686435702,0.004307250538406317,0.49999999999964806,0.0
0.04322819282985123,0.08596642272922946,0.9689244229898929,0.041573693482090425,0.0,0.3705904774509487,0.01703708685487393
0.23269957727014065,0.24834266035299182,0.9659113464760104,0.22677627715795654,0.011127063890882987,0.250000000004266,0.06698729810531773
0.44471994146817334,0.11390443392165303,0.9519270721682771,0.4299471520845567,0.20710696338837042,0.14644660940693055,0.14644660940652193
0.2111921794976018,0.139948342660353,0.9651484836695752,0.1982384028185555,0.01148600143575018,0.06698729810924459,0.24999999999746442
0.23020994228111535,0.06091261300043048,0.955055934450699,0.22019964768056371,0.06963388370423547,0.017037086856906636,0.37059047744336254
0.44087879034224864,0.2133448127421438,0.9547886347336133,0.42536699941280093,0.5419956927494616,0.0,0.49999999999907024
0.2166033249329323,0.09315540249677143,0.9630980831169792,0.20528479154433354,0.0017946877243359657,0.017037086854542194,0.6294095225478133
0.21772620112186,0.14227292294446836,0.9625476044916937,0.20716382853787435,0.010050251256281407,0.06698729810831483,0.7500000000009253
0.19737724575237786,0.11967283684890227,0.968767615977642,0.1874339401056958,0.0010768126346015793,0.14644660940561566,0.8535533905921632
0.04285220713763108,0.09225139905294878,0.9754554019684903,0.04357017028772754,0.004307250538406317,0.24999999999635447,0.9330127018901145
0.07140171530769857,0.14098148945329314,0.9690812300021436,0.0729301233118027,0.0068198133524766695,0.3705904774491526,0.9829629131446448
0.08741667344118366,0.09991390443392166,0.9643459228853548,0.08373458602466236,0.0,0.4999999999977886,1.0
0.43240895049183,0.20400344382264313,0.9497370670604706,0.4190252495596007,0.011127063890882987,0.6294095225465753,0.9829629131457895
0.4951782375416633,0.11325871717606545,0.9398092644494022,0.4830299471520846,0.0,0.7499999999998153,0.933012701892326
0.5449963417608324,0.342918639690056,0.9382425175928204,0.5332941867293013,0.011127063890882987,0.8535533905912569,0.8535533905952906
0.5557576619787009,0.20727507533362033,0.9368418406099727,0.5426893716970053,0.0,0.9330127018894737,0.7500000000047555
0.4662679863425738,0.1137752905725355,0.948227882271677,0.44932472108044624,0.007896625987078248,0.982962913144313,0.6294095225520855
0.363044671164946,0.1981058975462764,0.9622439149616384,0.3448032883147387,0.002871500358937545,1.0,0.5000000000034931
0.23410698317209983,0.2008609556607835,0.966351332396461,0.22278332354668232,0.0,0.9829629131442381,0.3705904774476346
0.21308735062190068,0.15733964700817907,0.9674324406581395,0.2003523194362889,0.011127063890882987,0.9330127018929668,0.2500000000012947
0.19432871311275507,0.05075333620318554,0.9672557846569961,0.1814445096887845,0.0,0.853553390596197,0.14644660940964938
0.04612429883749288,0.15479982780886786,0.970882194927657,0.046975924838520255,0.010768126346015794,0.7499999999995643,0.06698729810752913
0.03760873099747988,0.05488592337494619,0.9715689699433376,0.035936582501468,0.0,0.6294095225533234,0.01703708685601868
0.04431042191691732,0.1366767111493758,0.9684301831664694,0.044509688784497944,0.008255563531945441,0.5000000000047747,0.0
0.045067474189090316,0.0686612139474817,0.9720069709648991,0.042982971227246036,0.002871500358937545,0.37059047744887263,0.017037086855430206
0.19517722136411675,0.10826517434352131,0.9578870618997335,0.18919553728714034,0.0,0.25000000000240463,0.06698729810639237
0.23824790667425413,0.1975893241498063,0.9507447340632468,0.23229594832648268,0.010768126346015794,0.14644660941055565,0.14644660940289683
0.39262051865701975,0.06676711149375807,0.9467081113554742,0.37980035231943626,0.20172290021536254,0.06698729810816995,0.24999999999932576
0.2694445573530607,0.09143349117520448,0.9515843462933998,0.26083382266588373,0.011127063890882987,0.01703708685635036,0.3705904774454386
0.07877916429558574,0.1392595781317262,0.9270867242022691,0.08115091015854374,0.0,0.0,0.5000000000012196
